"LTER_site","local_site","logger","date","year","jday","airtemp_max","flag_airtemp_max","airtemp_min","flag_airtemp_min","airtemp_avg","flag_airtemp_avg","rh_max","flag_rh_max","rh_min","flag_rh_min","rh_avg","flag_rh_avg","bp_max","flag_bp_max","bp_min","flag_bp_min","bp_avg","flag_bp_avg","ws_max","flag_ws_max","ws_min","flag_ws_min","ws_avg","flag_ws_avg","wd","flag_wd","solrad_avg","flag_solrad_avg","solrad_tot","flag_solrad_tot","soiltemp_5cm_avg","flag_soiltemp_5cm_avg","soilmoist_5cm_avg","flag_soilmoist_5cm_avg","airtemp_hmp1_max","flag_airtemp_hmp1_max","airtemp_hmp1_min","flag_airtemp_hmp1_min","airtemp_hmp1_avg","flag_airtemp_hmp1_avg","airtemp_hmp2_max","flag_airtemp_hmp2_max","airtemp_hmp2_min","flag_airtemp_hmp2_min","airtemp_hmp2_avg","flag_airtemp_hmp2_avg","airtemp_hmp3_max","flag_airtemp_hmp3_max","airtemp_hmp3_min","flag_airtemp_hmp3_min","airtemp_hmp3_avg","flag_airtemp_hmp3_avg","rh_hmp1_max","flag_rh_hmp1_max","rh_hmp1_min","flag_rh_hmp1_min","rh_hmp1_avg","flag_rh_hmp1_avg","rh_hmp2_max","flag_rh_hmp2_max","rh_hmp2_min","flag_rh_hmp2_min","rh_hmp2_avg","flag_rh_hmp2_avg","rh_hmp3_max","flag_rh_hmp3_max","rh_hmp3_min","flag_rh_hmp3_min","rh_hmp3_avg","flag_rh_hmp3_avg"
"NWT","d1","cr1000",2017-10-06,2017,279,2.697,"n",-7.262,"n",-3.45472,"n",100,"n",53.9,"n",82.3033,"n",647.8,"n",640.4,"n",644.069,"n",36.87,"n",0,"n",11.03591,"n",247.864,"n",129.01722222,"n",11.146994,"n",0.61615,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-07,2017,280,4.002,"n",-6.892,"n",-1.6146,"n",100,"n",41.65,"n",68.7746,"n",644.6,"n",639.6,"n",642.502,"n",37.16,"n",6.409,"n",23.00778,"n",260.131,"n",202.26816667,"n",17.476002,"n",0.06081,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-08,2017,281,6.667,"n",-8.57,"n",0.53008,"n",100,"n",30.66,"n",56.6005,"n",641.8,"n",638.6,"n",640.565,"n",32.34,"n",0,"n",9.12613,"n",245.434,"n",229.55998611,"n",19.834014,"n",0.01801,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-09,2017,282,-5.282,"n",-13.08,"n",-10.28048,"n",100,"n",83,"n",97.741,"n",648.2,"n",640.8,"n",644.34,"n",14.09,"n",0,"n",1.90522,"n",347.034,"n",109.864375,"n",9.492322,"n",0.00426,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-10,2017,283,6.599,"n",-10.81,"n",-0.74719,"n",96.2,"n",8.26,"n",30.1501,"n",650.9,"n",647.4,"n",649.083,"n",21.8,"n",0,"n",8.25485,"n",244.641,"n",241.88516667,"n",20.899332,"n",-0.05908,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-11,2017,284,6.136,"n",-1.976,"n",2.18444,"n",53.9,"n",11.13,"n",28.5988,"n",648.6,"n",645.3,"n",647.424,"n",25.01,"n",2.352,"n",13.01141,"n",248.138,"n",197.81619444,"n",17.091979,"n",-0.10347,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-12,2017,285,7.933,"n",-1.559,"n",2.2743,"n",70.69,"n",25.93,"n",45.2287,"n",648.7,"n",644.5,"n",646.682,"n",27.97,"n",0,"n",8.07828,"n",237.066,"n",231.38204167,"n",19.991838,"n",-0.10774,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-13,2017,286,5.101,"n",-2.504,"n",0.23214,"n",57.43,"n",28.12,"n",45.3421,"n",648,"n",644,"n",646.919,"n",21.13,"n",0,"n",5.43544,"n",237.419,"n",229.70751389,"n",19.846387,"n",-0.16155,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-14,2017,287,-0.532,"n",-12.77,"n",-7.12797,"n",99.4,"n",21.95,"n",60.5202,"n",651.5,"n",640.5,"n",645.225,"n",34.2,"n",0,"n",13.73787,"n",259.328,"n",113.95143056,"n",9.845398,"n",-0.51642,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-15,2017,288,1.342,"n",-7.006,"n",-2.06198,"n",53.5,"n",15.01,"n",38.4056,"n",655.5,"n",650.9,"n",653.84,"n",26.17,"n",0.921,"n",13.64465,"n",265.29,"n",226.55693056,"n",19.574494,"n",-0.74176,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-16,2017,289,4.83,"n",-1.468,"n",0.63126,"n",37.21,"n",17.52,"n",28.1515,"n",654.7,"n",651.5,"n",653.437,"n",33.54,"n",2.705,"n",17.02931,"n",261.677,"n",148.20977083,"n",12.805729,"n",-0.73178,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-17,2017,290,4.628,"n",-1.501,"n",1.37922,"n",33.84,"n",19.65,"n",27.5914,"n",654.2,"n",649.4,"n",652.234,"n",22.4,"n",4.038,"n",12.91056,"n",258.815,"n",203.69980556,"n",17.599458,"n",-0.62312,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-18,2017,291,6.5,"n",-0.622,"n",2.10254,"n",35.88,"n",19.58,"n",27.9214,"n",653.4,"n",648,"n",651.096,"n",26.62,"n",0.608,"n",12.02944,"n",251.86,"n",174.80727083,"n",15.103521,"n",-0.5959,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-19,2017,292,7.945,"n",0.872,"n",3.85456,"n",73.36,"n",22.15,"n",41.539,"n",650.7,"n",645.2,"n",648.896,"n",16.25,"n",1.47,"n",8.03765,"n",241.605,"n",185.39,"n",16.017581,"n",-0.4739,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-20,2017,293,6.155,"n",-6.521,"n",1.24249,"n",100,"n",38.33,"n",69.3144,"n",645.8,"n",635.5,"n",640.28,"n",24.77,"n",0,"n",10.27238,"n",245.491,"n",215.46433333,"n",18.616231,"n",-0.20203,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-21,2017,294,-6.25,"n",-14.29,"n",-11.25876,"n",100,"n",72.88,"n",89.4499,"n",645.5,"n",633.4,"n",639.615,"n",34.24,"n",4.194,"n",20.67958,"n",261.325,"n",155.53704861,"n",13.438296,"n",-1.03117,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-22,2017,295,-1.042,"n",-10.26,"n",-4.83331,"n",100,"n",52.27,"n",81.061,"n",650.6,"n",643.9,"n",648.042,"n",35.81,"n",5.253,"n",22.91937,"n",257.009,"n",186.35645139,"n",16.100913,"n",-1.90762,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-23,2017,296,-0.783,"n",-6.663,"n",-3.56909,"n",96.5,"n",57.73,"n",80.8106,"n",655.6,"n",648.3,"n",651.967,"n",39.02,"n",1.45,"n",16.98,"n",260.912,"n",175.70990972,"n",15.181468,"n",-1.36747,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-24,2017,297,0.284,"n",-7.187,"n",-3.40565,"n",83,"n",44.96,"n",60.4098,"n",656.7,"n",652.7,"n",654.69,"n",30.11,"n",1.039,"n",14.46293,"n",276.073,"n",209.500625,"n",18.10105,"n",-1.62234,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-25,2017,298,7.842,"n",-1.665,"n",2.68085,"n",55.56,"n",13.93,"n",36.5088,"n",656.3,"n",643,"n",650.454,"n",31.11,"n",0,"n",12.56344,"n",264.302,"n",212.6960625,"n",18.376647,"n",-1.01687,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-26,2017,299,-0.53,"n",-12.43,"n",-5.54276,"n",100,"n",43.77,"n",75.7367,"n",645.3,"n",642,"n",644.194,"n",30.85,"n",0,"n",12.03432,"n",263.179,"n",87.08534028,"n",7.524022,"n",-1.14618,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-27,2017,300,-6.001,"n",-12.66,"n",-9.14052,"n",100,"n",13.92,"n",56.8871,"n",645,"n",643.1,"n",644.196,"n",27.83,"n",2.313,"n",14.06083,"n",280.371,"n",162.86299306,"n",14.071576,"n",-2.39558,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-28,2017,301,-3.655,"n",-9.08,"n",-6.13099,"n",100,"n",99.8,"n",100,"n",647.8,"n",643.1,"n",645.491,"n",22.38,"n",1.588,"n",12.57903,"n",286.568,"n",59.32288194,"n",5.125425,"n",-2.33501,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-29,2017,302,1.515,"n",-5.911,"n",-2.57905,"n",100,"n",58.52,"n",84.8135,"n",647.2,"n",643.2,"n",644.86,"n",24.07,"n",1.842,"n",12.71174,"n",259.128,"n",205.22375694,"n",17.731127,"n",-1.86388,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-30,2017,303,-2.077,"n",-5.651,"n",-4.40241,"n",100,"n",68.13,"n",95.4003,"n",643.8,"n",639.1,"n",641.93,"n",20.72,"n",1.196,"n",9.85819,"n",259.566,"n",69.71546528,"n",6.023287,"n",-1.72335,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-10-31,2017,304,-3.922,"n",-8.28,"n",-5.93769,"n",100,"n",54.96,"n",89.4983,"n",639.8,"n",632.9,"n",636.769,"n",38.22,"n",0,"n",17.61828,"n",259.562,"n",124.68190972,"n",10.77238,"n",-1.98477,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-01,2017,305,0.563,"n",-6.311,"n",-3.41677,"n",88.6,"n",63.26,"n",73.2047,"n",639.5,"n",633.1,"n",636.606,"n",40.45,"n",0,"n",14.50865,"n",257.359,"n",84.21046528,"n",7.275762,"n",-2.56546,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-02,2017,306,2.21,"n",-3.621,"n",-1.33308,"n",89.1,"n",56.13,"n",76.6878,"n",645.7,"n",638.2,"n",642.797,"n",24.34,"n",0,"n",9.53758,"n",257.434,"n",140.26132639,"n",12.118285,"n",-1.70804,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-03,2017,307,3.404,"n",-4.095,"n",-1.80008,"n",90.1,"n",35.07,"n",68.1869,"n",645.3,"n",642,"n",643.571,"n",26.09,"n",0,"n",10.72469,"n",252.349,"n",179.06705556,"n",15.47144,"n",-1.58798,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-04,2017,308,-2.132,"n",-5.783,"n",-3.66321,"n",100,"n",72.52,"n",89.3772,"n",643.3,"n",637.3,"n",640.117,"n",26.05,"n",0,"n",8.57847,"n",238.848,"n",24.27290972,"n",2.097173,"n",-1.74169,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-05,2017,309,-5.069,"n",-6.39,"n",-5.81397,"n",100,"n",91.4,"n",99.2382,"n",640.9,"n",637.1,"n",639.397,"n",25.23,"n",0,"n",9.45444,"n",247.01,"n",58.951875,"n",5.093366,"n",-1.75139,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-06,2017,310,-5.178,"n",-8.82,"n",-6.59479,"n",100,"n",80,"n",95.2799,"n",644,"n",639.3,"n",641.808,"n",26.03,"n",0,"n",7.81394,"n",245.106,"n",68.14297917,"n",5.887461,"n",-1.95644,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-07,2017,311,-6.608,"n",-11.4,"n",-9.21958,"n",100,"n",54.99,"n",94.6088,"n",645.4,"n",642.8,"n",644.128,"n",17.66,"n",0,"n",4.7314,"n",254.323,"n",96.7388125,"n",8.358248,"n",-2.11215,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-08,2017,312,0.5,"n",-12.83,"n",-5.56263,"n",93.9,"n",8.66,"n",33.5385,"n",647.2,"n",643.4,"n",645.582,"n",23.56,"n",1.215,"n",11.52457,"n",265.58,"n",190.4875,"n",16.45813,"n",-2.56367,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-09,2017,313,-0.082,"n",-5.132,"n",-3.06629,"n",70.52,"n",10.46,"n",35.3482,"n",647.1,"n",643.4,"n",645.228,"n",27.85,"n",0.627,"n",14.55389,"n",252.915,"n",178.57653472,"n",15.428838,"n",-3.05813,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-10,2017,314,1.041,"n",-4.794,"n",-2.35765,"n",77.96,"n",28.91,"n",56.3909,"n",645.5,"n",642.8,"n",644.115,"n",24.34,"n",0,"n",10.45807,"n",256.291,"n",168.67911111,"n",14.57377,"n",-2.94678,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-11,2017,315,-3.215,"n",-7.953,"n",-5.83213,"n",97.1,"n",51.88,"n",78.3609,"n",647.7,"n",641.8,"n",644.194,"n",23.83,"n",0,"n",10.60097,"n",263.847,"n",81.56840278,"n",7.047438,"n",-3.21088,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-12,2017,316,-1.286,"n",-7.689,"n",-4.36127,"n",70.1,"n",14.41,"n",45.8274,"n",649.6,"n",646.9,"n",648.319,"n",29.62,"n",7.899,"n",16.85465,"n",249.79,"n",169.91196528,"n",14.680366,"n",-3.90837,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-13,2017,317,2.109,"n",-3.752,"n",-1.15973,"n",77.41,"n",38.87,"n",55.3481,"n",650.3,"n",645.7,"n",648.491,"n",32.24,"n",1.509,"n",14.50181,"n",257.698,"n",177.26899306,"n",15.316005,"n",-3.15647,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-14,2017,318,0.669,"n",-7.679,"n",-2.82459,"n",88.2,"n",36.14,"n",56.1292,"n",648.2,"n",643.5,"n",646.081,"n",24.72,"n",0,"n",10.18885,"n",252.295,"n",142.62175,"n",12.322514,"n",-2.79903,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-15,2017,319,-1.65,"n",-7.334,"n",-4.08449,"n",73.62,"n",18.05,"n",46.0558,"n",648.2,"n",642.5,"n",645.676,"n",30.28,"n",5.566,"n",15.03549,"n",249.663,"n",161.26748611,"n",13.933628,"n",-3.43037,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-16,2017,320,2.129,"n",-3.682,"n",-1.68994,"n",88.9,"n",44.46,"n",62.2013,"n",644.2,"n",638.9,"n",642.34,"n",29.56,"n",0.02,"n",13.03724,"n",249.809,"n",138.07521528,"n",11.929561,"n",-2.97535,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-17,2017,321,-1.965,"n",-15.75,"n",-5.81527,"n",100,"n",74.21,"n",94.8061,"n",639.8,"n",632.1,"n",635.931,"n",37.83,"n",0,"n",9.91158,"n",253.775,"n",20.57015278,"n",1.777269,"n",-2.6586,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-18,2017,322,-9.2,"n",-19.39,"n",-14.15743,"n",95.6,"n",32.7,"n",67.3969,"n",646.5,"n",633.1,"n",642.589,"n",37.65,"n",0.196,"n",17.45618,"n",270.504,"n",169.45515972,"n",14.641028,"n",-4.69543,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-19,2017,323,-4.435,"n",-10.25,"n",-7.70443,"n",61.12,"n",19.78,"n",39.0831,"n",646.4,"n",640.6,"n",644.001,"n",30.93,"n",4.057,"n",18.28542,"n",262.337,"n",144.95954167,"n",12.524571,"n",-5.46452,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-20,2017,324,-3.315,"n",-7.587,"n",-5.6379,"n",63.88,"n",21.27,"n",33.3829,"n",643.7,"n",640,"n",642.319,"n",32.3,"n",5.468,"n",19.27875,"n",250.502,"n",127.55179861,"n",11.0203,"n",-5.39333,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
"NWT","d1","cr1000",2017-11-21,2017,325,-4.488,"n",-8.64,"n",-6.42055,"n",100,"n",48.71,"n",96.7765,"n",650.6,"n",642.1,"n",646.741,"n",31.83,"n",0,"n",15.21939,"n",270.892,"n",76.1605625,"n",6.58021,"n",-4.75443,"n",NaN,"m",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"m",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n",NaN,"m",NaN,"n",NaN,"n"
